uid	en	n_keys	pkgs	cls	flags
u00584	Arc Welder Modifications	2	SemiceMod	name	
u00585	Arctic Beast	2	SemiceMod	name	
u00586	Ares - Arclite Cannon (Set) 2	2	SemiceMod	name	
u00587	Ares - Spec Ops Arclite Cannon (Set) 2	2	SemiceMod	name	
u00588	Ares Equipped	2	SemiceMod	name	
u00589	Ares Laser Turret	2	SemiceMod	name	
u00590	Ares Modifications	2	SemiceMod	name	
u00591	Ares Passenger	2	SemiceMod	name	
u00592	Ares Push Slow 1	2	SemiceMod	name	
u00593	Ares Push Slow 2	2	SemiceMod	name	
u00594	Ares Push Slow 3	2	SemiceMod	name	
u00595	Ares Push Slow 4	2	SemiceMod	name	
u00596	Ares Push Slow Thrusters 1	2	SemiceMod	name	
u00597	Ares Push Slow Thrusters 2	2	SemiceMod	name	
u00598	Ares Push Slow Thrusters 3	2	SemiceMod	name	
u00599	Ares Push Slow Thrusters 4	2	SemiceMod	name	
u00600	Arm Broodling Escort	2	FULLMap|MapMod	name	
u00601	Arm Broodling Escort High Energy	2	FULLMap|MapMod	name	
u00602	Arm Broodling Escort High Energy T2	2	FULLMap|MapMod	name	
u00603	Arm Broodling Escort High Energy T2 (Old)	2	FULLMap|MapMod	name	
u00604	Arm Broodling Escort Low Energy	2	FULLMap|MapMod	name	
u00605	Arm Broodling Escort Low Energy T2	2	FULLMap|MapMod	name	
u00606	Armored Shell	2	SemiceMod	name	
u00607	Attack	2	SemiceMod	name	
u00608	Attack Range Increase	2	FULLMap|MapMod	name	
u00609	Attack and movement speeds are slowed.	2	SemiceMod	tip	
u00610	"Attacks briefly slow enemies hit and knock back the primary target. Also unlocks the concussive blast ability.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""After countless hours of hard work we've developed a cannon capable of inducing a concussion on anything nearby. Hold on a moment... can zombies even get a concussion?""<n/>                 -- Engineer Dave</c>"	2	SemiceMod	tip	
u00611	"Attacks knock back zombies.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""If concussive shells work on zombies... and you need to be conscious to have a concussion...""<n/>                     --Pvt. Mendoza, after too many stimpacks</c></s>"	2	SemiceMod	tip	
u00612	"Attacks set enemies on fire and unlocks the flame nova ability.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Imagine right...If we put...Multiple flamethrowers on like...A spinning wheel..."" ""Hey! How'd you get into my stim stash? Are you...Recording? Give me tha-!""<n/>                 -- Unknown scientist recording log #35</c>"	2	SemiceMod	tip	
u00613	"Attacks slow the target by 50% for 0.8 seconds, and nearby units for 0.4 seconds.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""We find it helps to hit the target when it isn't moving so much.""<n/>                     --Engineer Dave</c></s>"	2	SemiceMod	tip	
u00614	Auto Cannon	2	SemiceMod	name	
u00615	Auto Targeting System Animations	2	SemiceMod	name	
u00616	Auto Turret Release	2	SemiceMod	name	
u00617	Auto Turret Release Copy 2	2	SemiceMod	name	
u00618	Automated Extractor	2	SemiceMod	name	
u00619	Automated defense unit.	2	SemiceMod	tip	
u00620	Automatic	2	FULLMap|MapMod	visible-other	
u00621	Baneling Barrage	2	FULLMap|MapMod	name	
u00622	Baneling Barrage Initial Delay	2	FULLMap|MapMod	name	
u00623	Baneling Barrage Quad (Biohazard)	2	FULLMap|MapMod	name	
u00624	Baneling Barrage Range (Biohazard)	2	FULLMap|MapMod	name	
u00625	Battle Cruiser	2	SemiceMod	name	
u00626	Bayonette Equipped	2	SemiceMod	name	
u00627	Beta Hangar	2	SemiceMod	unknown	
u00628	Biohazard Roll Attack CP	2	FULLMap|MapMod	name	
u00629	Biomass Recovery	2	SemiceMod	name	
u00630	Black Canvas	2	FULLMap|MapMod	name	
u00631	Blight Bringer	2	SemiceMod	name	
u00632	Blood Zombie	2	SemiceMod	name	
u00633	Bloodlust	2	FULLMap|MapMod	name	
u00634	Break Free!	2	SemiceMod	name	
u00635	Brood Lord (Dreamcatcher)	2	FULLMap|MapMod	name	
u00636	Brood Lord Broodling Copy Vitals	2	FULLMap|MapMod	name	
u00637	Brood Lord Dispatch 1	2	FULLMap|MapMod	name	
u00638	Brood Lord Hangar Explodelings	2	FULLMap|MapMod	name	
u00639	Brood Lord Hangar T2	2	FULLMap|MapMod	name	
u00640	Brood Lord Hangar T2 (Old)	2	FULLMap|MapMod	name	
u00641	Brood Lord Hanger Set	2	FULLMap|MapMod	name	
u00642	Brood Lord Hanger Set II	2	FULLMap|MapMod	name	
u00643	Brood Lord Only Fire When Attacking	2	FULLMap|MapMod	name	
u00644	Brood Lord T2	2	FULLMap|MapMod	name	
u00645	Brood Lord Unsiege	2	FULLMap|MapMod	name	
u00646	Broodling Attack Random	2	FULLMap|MapMod	name	
u00647	Broodling Attack Switch	2	FULLMap|MapMod	name	
u00648	Broodling Escort Damage Apply Behavior	2	FULLMap|MapMod	name	
u00649	Broodling Escort Damage Search	2	FULLMap|MapMod	name	
u00650	Broodling Escort Damage Set	2	FULLMap|MapMod	name	
u00651	Broodling Escort Hide	2	FULLMap|MapMod	name	
u00652	Broodling Escort Kill Missile	2	FULLMap|MapMod	name	
u00653	Broodling Increase Move Speed	2	FULLMap|MapMod	name	
u00654	Broodling Search Random	2	FULLMap|MapMod	name	
u00655	Broodling Siege	2	FULLMap|MapMod	name	
u00656	Broodling Slow Timed Life	2	FULLMap|MapMod	name	
u00657	Broodling Target Disrupt Heal	2	FULLMap|MapMod	name	
u00658	BroodlingImpactApplyBehavior (Unnamed)	2	FULLMap|MapMod	name	
u00659	BroodlingStrikeImpactTint	2	FULLMap|MapMod	name	
u00660	Build	2	SemiceMod	name	
u00661	Build Bio-Mechanical Repair Drone	2	SemiceMod	name	
u00662	Build Exploration Droid	2	SemiceMod	name	
u00663	Build Mining Charge	2	SemiceMod	name	
u00664	Build Mining Droid	2	SemiceMod	name	
u00665	Build Motion Sensor	2	SemiceMod	name	
u00666	Build Spider Mine	2	SemiceMod	name	
u00667	Build Sunken Colony	2	SemiceMod	name	
u00668	Build Toxic Nest	2	SemiceMod	name	
u00669	Build Virophage - Alpha	2	SemiceMod	name	
u00670	Build Virophage - Beta	2	SemiceMod	name	
u00671	Build Virophage - Delta	2	SemiceMod	name	
u00672	"Bullets explodes on contact, dealing damage to nearby units.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""You want to have plenty of targets with these, but really you're never hoping for plenty of targets.""<n/>                     --Cpt. Parker</c></s>"	2	SemiceMod	tip	
u00673	C-12 Canister Rifle (Damage)	2	SemiceMod	name	
u00674	CLASS TWO INFESTATION	2	FULLMap|MapMod	trigger-text	
u00675	CRITICAL ALERT: Fuel has been stolen from the dropships, delaying the launch timers and spiking infestation levels dramatically. Expect new infestations.	2	FULLMap|MapMod	trigger-text	
u00676	CRITICAL ALERT: Infested drop pods detected across the facility.	2	FULLMap|MapMod	trigger-text	
u00677	CRITICAL ALERT: Multiple nydus worms detected in infested areas.	2	FULLMap|MapMod	trigger-text	
u00678	Caduceus Energy Suit	2	SemiceMod	name	
u00679	Can Attack	2	FULLMap|MapMod	name	
u00680	Can not opt in with fewer than 5 games played as human.	2	FULLMap|MapMod	trigger-text	
u00681	Cancel	2	FULLMap|MapMod	name	
u00682	Cancels siege.	2	FULLMap|MapMod	tip	
u00683	Carbot Zergling	2	SemiceMod	name	
u00684	Carbot Zergling XL	2	SemiceMod	name	
u00685	"Carrying fuel. This stuff is heavy!<n/><c val=""FFFF00"">Note: can only be processed at the high yield refinery</c>"	2	SemiceMod	tip	
u00686	Cash Cow	2	FULLMap|MapMod	name	
u00687	Caster Energy GE25	2	FULLMap|MapMod	name	
u00688	Caster Energy L100	2	FULLMap|MapMod	name	
u00689	Caster Energy L50	2	FULLMap|MapMod	name	
u00690	Caster Has Behavior Cloak Fire Host	2	FULLMap|MapMod	name	
u00691	Caster Is Attacking Point	2	FULLMap|MapMod	name	
u00692	Caster Is Attacking Unit (and not Point)	2	FULLMap|MapMod	name	
u00693	Caster Not Attacking	2	FULLMap|MapMod	name	
u00694	CasterNotFacingTargetWithin10	2	FULLMap|MapMod	name	
u00695	Cerberus Ultralisk	2	SemiceMod	name	
u00696	Christmas Time	2	SemiceMod	name	
u00697	Classic Carrier	2	SemiceMod	name	
u00698	Cloak Fire	2	FULLMap|MapMod	name	
u00699	Cloak Fire Apply Behavior	2	FULLMap|MapMod	name	
u00700	Cloak Fire Apply Behavior Temporary	2	FULLMap|MapMod	name	
u00701	Cloak Fire Host	2	FULLMap|MapMod	name	
u00702	Cloak Fire II Apply Behavior	2	FULLMap|MapMod	name	
u00703	Cloak Fire Remove Behavior	2	FULLMap|MapMod	name	
u00704	Cloak Fire Remove Behavior Delay	2	FULLMap|MapMod	name	
u00705	Cloaking Device	2	SemiceMod	name	
u00706	Close Cosmetics	2	FULLMap|MapMod	trigger-text	
u00707	Close Pings	2	FULLMap|MapMod	trigger-text	
u00708	Close Score	2	FULLMap|MapMod	trigger-text	
u00709	Cocoon has Xenoray	2	FULLMap|MapMod	name	
u00710	Cocoon has Xenowraith	2	FULLMap|MapMod	name	
u00711	Coin Blaster Equipped	2	SemiceMod	name	
u00712	Coming Soon	2	FULLMap|MapMod	visible-other	
u00713	Communication Network infested. Hive Mind can now track players, and has access to player communications.	2	FULLMap|MapMod	trigger-text	
u00714	Concussive Beams Equipped	2	SemiceMod	name	
u00715	Concussive Blast	2	SemiceMod	name	
u00716	Constructive Creep Level 1	2	SemiceMod	name	
u00717	Constructive Creep Level 2	2	SemiceMod	name	
u00718	Containment Facilities:	2	SemiceMod	trigger-text	
u00719	"Converts gas into energy at a variable rate and restores ability charges.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Don't be a baby. A little radiation never hurt anyone.""<n/>                 --Dr. Andrew O'Neil</c></s>"	2	SemiceMod	tip	
u00720	"Converts the flamethrower into a cryo gun which freezes enemies, slowing their speed of all actions by <d ref=""100-(Behavior,Freezing,Modification.TimeScale*100)"" precision=""2""/>%.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Also good for making slushies.""<n/>                     --Sgt. Williams</c></s>"	2	SemiceMod	tip	
u00721	Cosmetics Table	2	SemiceMod	name	
u00722	Covert Ops Raven	2	SemiceMod	name	
u00723	CreateNovaAcidPuddle	2	SemiceMod	name	
u00724	"Creates a forcefield which blocks zombies but can be destroyed.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""It won't work on the big ones. I'm a scientist not a miracle worker.""<n/>               --Dr. Andrew O'Neil</c></s>"	2	SemiceMod	tip	
u00725	"Creates flying stablings.<n/><n/><c val=""FFFF00"">Stablings slow the attack and movement speed of their targets while simultaneously leeching life off of them.</c>"	2	FULLMap|MapMod	tip	
u00726	Creator of Target	2	SemiceMod	name	
u00727	Creep Affinity	2	SemiceMod	name	
u00728	Creep Interference	2	SemiceMod	name	
u00729	Critical Mass	2	SemiceMod	name	
u00730	Currently doesn't work as map is still in BETA testing.	2	FULLMap|MapMod	trigger-text	
u00731	Currently only Abyssal Depths is available (perhaps there will be more in the future??)	2	FULLMap|MapMod	tip	
u00732	Custom	2	FULLMap|MapMod	unknown	
u00733	Cyclone Mercenary	2	SemiceMod	name	
u00734	Cyclone Missile Fixed	2	SemiceMod	name	
u00735	Damage Self	2	FULLMap|MapMod	name	
u00736	"Deals 25 damage to zombies in an area over time.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""It's like a zombie barbeque, just don't eat it afterwards...""<n/>                 --Sgt. Chulley</c>"	2	SemiceMod	tip	
u00737	Debilitating Acid (Damage)	2	SemiceMod	name	
u00738	Decreases salvage time, upgrade time, and build cooldowns by 33%	2	SemiceMod	tip	
u00739	Default Explosion Terran Large	2	FULLMap|MapMod	name	
u00740	Defensive Matrix Morph	2	SemiceMod	name	
u00741	Defensive structure. Remains below ground unless an enemy target is within range.	2	SemiceMod	tip	
u00742	Delta Hangar	2	SemiceMod	unknown	
u00743	Detected	2	SemiceMod	name	
u00744	Devouring Maw	2	SemiceMod	name	
u00745	Difficulty	2	FULLMap|MapMod	name	
u00746	Difficulty is automatically determined by player ranks (recommended)	2	FULLMap|MapMod	visible-other	
u00747	Disable Attack	2	FULLMap|MapMod	name	
u00748	Disable Movement	2	FULLMap|MapMod	name	
u00749	Disable Movement and Abilities	2	FULLMap|MapMod	name	
u00750	Divert Fuel	2	SemiceMod	name	
u00751	Diverts	2	FULLMap|MapMod	trigger-text	
u00752	Does Not Have Advanced Motion Sensor	2	SemiceMod	name	
u00753	Doggo	2	SemiceMod	name	
u00754	Door Access Terminal	2	SemiceMod	name	
u00755	Door Failure	2	SemiceMod	trigger-text	
u00756	Dr Andrew O'neil	2	SemiceMod	name	
u00757	Dreamhacker	2	FULLMap|MapMod	name	
u00758	Dropship Beta has launched.	2	SemiceMod	trigger-text	
u00759	Elevates into Siege Mode. In this mode, the alpha has greatly increased attack range but cannot move or attack targets at close range.	2	FULLMap|MapMod	tip	
u00760	Elite marine capable of holding off the zombie hordes	2	SemiceMod	tip	
u00761	Emergency Death Prevent	2	FULLMap|MapMod	name	
u00762	Energy Suit	2	SemiceMod	name	
u00763	Equip Assault Rifle	2	SemiceMod	name	
u00764	Equip Assault Rifle Mod 1	2	SemiceMod	name	
u00765	Equip Auto Turret	2	SemiceMod	name	
u00766	Equip Bio-Mechanical Repair Drone	2	SemiceMod	name	
u00767	Equip Combat Shield	2	SemiceMod	name	
u00768	Equip Concussive Beams	2	SemiceMod	name	
u00769	Equip Concussive Plasma	2	SemiceMod	name	
u00770	Equip Corrosive Plasma	2	SemiceMod	name	
u00771	Equip Cryo Freeze	2	SemiceMod	name	
u00772	Equip Defensive Matrix	2	SemiceMod	name	
u00773	Equip Flamethrower	2	SemiceMod	name	
u00774	Equip FlashBang	2	SemiceMod	name	
u00775	Equip Hellfire Rocket Launcher	2	SemiceMod	name	
u00776	Equip Incendiary Bullets	2	SemiceMod	name	
u00777	Equip Incendiary Grenade	2	SemiceMod	name	
u00778	Equip Incendiary Rockets	2	SemiceMod	name	
u00779	Equip Long Range Scope	2	SemiceMod	name	
u00780	Equip Medic Shield	2	SemiceMod	name	
u00781	Equip Medkit	2	SemiceMod	name	
u00782	Equip Mining Charge	2	SemiceMod	name	
u00783	Equip Motion Sensor	2	SemiceMod	name	
u00784	Equip Optical Visor	2	SemiceMod	name	
u00785	Equip Phasesaber Mod 1	2	SemiceMod	name	
u00786	Equip Phasesaber Mod 2	2	SemiceMod	name	
u00787	Equip Psi Disrupter	2	SemiceMod	name	
u00788	Equip Quantum Backpack	2	SemiceMod	name	
u00789	Equip Shield Suit	2	SemiceMod	name	
u00790	Equip Shotgun	2	SemiceMod	name	
u00791	Equip Stimpack	2	SemiceMod	name	
u00792	Equip Titanium Bullet Casings	2	SemiceMod	name	
u00793	Escort Broodling Apply Behavior Only Fire When Attacking	2	FULLMap|MapMod	name	
u00794	Escort Broodling Apply Instant Increase Height	2	FULLMap|MapMod	name	
u00795	Escort Broodling Apply Range Increase Behavior	2	FULLMap|MapMod	name	
u00796	Escort Broodling Launch Set	2	FULLMap|MapMod	name	
u00797	Escort Broodling Launch Set II	2	FULLMap|MapMod	name	
u00798	Escort Broodling Remove Behavior from Caster Only Fire When Attacking	2	FULLMap|MapMod	name	
u00799	Evolve Queen	2	SemiceMod	name	
u00800	"Evolve to cloak leeches and spawn them faster.<n/><c val=""FFFF00"">Note: uses 16 additional supply, zombies will automatically be suicided if supply is not available</c>"	2	FULLMap|MapMod	tip	
u00801	Exhausted	2	FULLMap|MapMod	name	
u00802	Experimental Mode	2	FULLMap|MapMod	name	
u00803	Experimental Testing Mode Only	2	SemiceMod	tip	
u00804	Explode (Search Area)	2	SemiceMod	name	
u00805	Exploration Droid	2	SemiceMod	unknown	
u00806	Explosion (Create Unit)	2	SemiceMod	name	
u00807	Extending Bridge - NE - Height 10 - Long - Extended	2	SemiceMod	name	
u00808	Extreme Human Advantage	2	FULLMap|MapMod	visible-other	
u00809	Extreme Zombie Advantage	2	FULLMap|MapMod	visible-other	
u00810	"Fast melee creature that will last for a short duration.<n/><n/><c val=""ffff8a"">Can attack ground units.</c>"	2	FULLMap|MapMod	tip	
u00811	Female Marine	2	SemiceMod	name	
u00812	Fire	2	SemiceMod	name	
u00813	Fire Burn Model	2	SemiceMod	name	
u00814	Firebat Pet	2	SemiceMod	name	
u00815	"Fires additional bullets over a greater spread.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""You want to have plenty of targets with these, but really you're never hoping for plenty of targets.""<n/>                     --Cpt. Parker</c></s>"	2	SemiceMod	tip	
u00816	"Fires an additional 4 rockets that hit behind the main target.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Try not to use these in the fuel room.""<n/>                     --Sgt. Chulley</c></s>"	2	SemiceMod	tip	
u00817	Flame Nova	2	SemiceMod	name	
u00818	Flame Thrower (Search Area) 1	2	SemiceMod	name	
u00819	Flame Thrower (Search Area) 2	2	SemiceMod	name	
u00820	Flame Thrower (Search Area) 3	2	SemiceMod	name	
u00821	Flame Thrower (Search Area) 4	2	SemiceMod	name	
u00822	Flame Turret	2	SemiceMod	name	
u00823	Flamethrower	2	SemiceMod	name	
u00824	"Flamethrower damage-over-time stacks up to 8 times.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Some men just want to watch the world burn. We give these ones to them.""<n/>                     --Cpt. Parker</c></s>"	2	SemiceMod	tip	
u00825	Flee	2	FULLMap|MapMod	name	
u00826	Flying Zombie Leap	2	SemiceMod	name	
u00827	Frag Grenade	2	SemiceMod	name	
u00828	Frenzied	2	SemiceMod	name	
u00829	"Front-line infantry. Can use Grapple.<n/><n/><c val=""#ColorAttackInfo"">Can attack ground units.</c>"	2	SemiceMod	tip	
u00830	Fuel Distribution Center has been infested.	2	SemiceMod	trigger-text	
u00831	Fuel Distribution Center has been infested. 	2	FULLMap|MapMod	trigger-text	
u00832	Fuel Distribution has been infested	2	FULLMap|MapMod	trigger-text	
u00833	Fuel Diverted:	2	SemiceMod	trigger-text	
u00834	Fuel Diverted: 	2	FULLMap|MapMod	trigger-text	
u00835	Fuel Drop-Off	2	FULLMap|MapMod	trigger-text	
u00836	Fuel Pickup	2	FULLMap|MapMod	trigger-text	
u00837	Games Played as Human:	2	SemiceMod	trigger-text	
u00838	Games Played as Zombie:	2	SemiceMod	trigger-text	
u00839	Games left: 	2	FULLMap|MapMod	trigger-text	
u00840	Games played as human: 	2	FULLMap|MapMod	trigger-text	
u00841	Games played as zombie: 	2	FULLMap|MapMod	trigger-text	
u00842	Gas Cloud Caster Buff	2	FULLMap|MapMod	name	
u00843	Gas Cloud Missile	2	FULLMap|MapMod	name	
u00844	Gas Cloud Temporary	2	FULLMap|MapMod	name	
u00845	Gate Control System:	2	SemiceMod	trigger-text	
u00846	Generates creep. Can explode to damage and slow all nearby enemies.	2	SemiceMod	tip	
u00847	Geneweaver	2	SemiceMod	name	
u00848	Ghost Commando	2	SemiceMod	name	
u00849	"Gives 50 shields and increases armor by <d ref=""Behavior,SuitDummyTextReference,Modification.LifeArmorBonus"" precision=""1""/> and life regeneration by <d ref=""Behavior,ShieldSuit,Modification.VitalRegenArray[Life]"" precision=""1""/>."	2	SemiceMod	tip	
u00850	Go Faster	2	FULLMap|MapMod	name	
u00851	Gorgon Battle Cruiser	2	SemiceMod	name	
u00852	Hard Mode human wins:	2	SemiceMod	trigger-text	
u00853	Hard mode human wins: 	2	FULLMap|MapMod	trigger-text	
u00854	Harvest Manufacturing Sector	2	SemiceMod	name	
u00855	Harvest Processing Facilities	2	SemiceMod	name	
u00856	Harvest Science Labs	2	SemiceMod	name	
u00857	Has Advanced Motion Sensor	2	SemiceMod	name	
u00858	Has Behavior Elevate	2	FULLMap|MapMod	name	
u00859	Has Behavior Siege	2	FULLMap|MapMod	name	
u00860	Has Dash Strike Equipped	2	SemiceMod	name	
u00861	Has High Energy	2	FULLMap|MapMod	name	
u00862	Has Lock On Upgrade	2	SemiceMod	name	
u00863	Has Party Grenade Skin Equipped	2	SemiceMod	name	
u00864	Has Passenger Range Bonus	2	SemiceMod	name	
u00865	Has Rainbow Assault Rifle Skin Equipped	2	SemiceMod	name	
u00866	Has Skelethur Skin Equipped	2	SemiceMod	name	
u00867	Has Spec Ops Combat Shield Skin Equipped	2	SemiceMod	name	
u00868	Has Spec Ops Medic Shield Skin Equipped	2	SemiceMod	name	
u00869	Have Advanced Bio-Mechanical Repair Drone	2	SemiceMod	name	
u00870	Have Upgraded Turret	2	SemiceMod	name	
u00871	Hazmat Suit Active	2	SemiceMod	name	
u00872	Hazmat Suit Not Equipped	2	SemiceMod	name	
u00873	Healer Bot Heal	2	SemiceMod	name	
u00874	Healer Bot Recharge	2	SemiceMod	name	
u00875	"Heals nearby biological units and gives the wearer fast life regeneration out of combat.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""The medic shield actually just contains defective nano bots""<n/>                     --Engineer Dave</s>"	2	SemiceMod	tip	
u00876	Heavy Cannon	2	SemiceMod	name	
u00877	Heavy Turret	2	SemiceMod	name	
u00878	Hellfire Rocket Launcher	2	SemiceMod	name	
u00879	Hellfire Rocket Launcher (Launch Missile)	2	SemiceMod	name	
u00880	Hellfire Rocket Launcher (Launch Missile) - Advanced Rocket Thrusters	2	SemiceMod	name	
u00881	Hellfire Rocket Launcher Missile (Switch)	2	SemiceMod	name	
u00882	HercGrappleResetHeight	2	FULLMap|MapMod	name	
u00883	Host Chooses Zombie	2	FULLMap|MapMod	name	
u00884	Hostile	2	SemiceMod	unknown	
u00885	Human	2	FULLMap|MapMod	visible-other	
u00886	Human Advantage	2	FULLMap|MapMod	visible-other	
u00887	Humans Captured:	2	SemiceMod	trigger-text	
u00888	Humans Rescued:	2	SemiceMod	trigger-text	
u00889	Humans Rescued: 	2	FULLMap|MapMod	trigger-text	
u00890	Humans have been given a major advantage. Good luck.	2	FULLMap|MapMod	trigger-text	
u00891	Humans have been given a minor advantage. Good luck.	2	FULLMap|MapMod	trigger-text	
u00892	Humans have been given an advantage. Good luck.	2	FULLMap|MapMod	trigger-text	
u00893	Humans have been given an extreme advantage. Good luck.	2	FULLMap|MapMod	trigger-text	
u00894	Humans have voted to concede.	2	FULLMap|MapMod	trigger-text	
u00895	Hunter	2	SemiceMod	name	
u00896	Idle Rally	2	FULLMap|MapMod	trigger-text	
u00897	Ignores Armor	2	SemiceMod	tip	
u00898	In Developement	2	SemiceMod	tip	
u00899	Incediary Rockets	2	SemiceMod	name	
u00900	Incendiary Bullets Equipped	2	SemiceMod	name	
u00901	Incendiary Rockets Equipped	2	SemiceMod	name	
u00902	Increase Height Instantly	2	FULLMap|MapMod	name	
u00903	Increased life regeneration and armor	2	SemiceMod	tip	
u00904	Increased movement and attack speed 	2	SemiceMod	tip	
u00905	"Increases attack rate by 20% and projectile speed by 60% .<n/><s val=""IdleButtonCharge""><c val=""FF8000""><n/></c></s>"	2	SemiceMod	tip	
u00906	"Increases damage by 6.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""We could actually use titanium bullets with the other guns too, but we specifically painted these guns to match the bullets.""<n/>                     --Dr O'Neil</c></s>"	2	SemiceMod	tip	
u00907	"Increases interact speed by 20% and move speed by 5%.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Seeing as we don't have the funding to train you on your job, we will be offloading that responsibility to our new voice assistant, Syrii""<n/>                     --Dr. Andrew O'Neil</c></s>"	2	SemiceMod	tip	
u00908	"Increases max energy by 20.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""I'd like to remind everyone these packs are to be used for authorized use only. They are NOT for charging your phones.""<n/>                     --Dr. Andrew O'Neil</c></s>"	2	SemiceMod	tip	
u00909	"Increases max energy by <d ref=""Behavior,SuitDummyTextReference,Modification.VitalRegenArray[Life]""/>, energy regeneration by <d ref=""Behavior,SuitDummyTextReference,Modification.VitalMaxArray[Energy]""/>% and max item charges by <d ref=""Behavior,SuitDummyTextReference,Modification.VitalRegenArray[Energy]"" precision=""1""/>%.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""So many pockets!""<n/>                 --Private Jerry</c></s>"	2	SemiceMod	tip	
u00910	"Increases max life by 10 and armor by 1.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""What is this, the medieval age? I'm not taking a shield to a gunfight.""<n/>                     --Sgt. Palmer, Killed in Action</c></s>"	2	SemiceMod	tip	
u00911	"Increases maximum life by 25%, provides passive life regeneration, and unlocks the nano shield ability.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""By infusing titanium- palladium-platinum-osium metals, we are able to get a very strong material!""<n/>                 -- Dr. Andrew O'Neil<n/>""Delivery here! Got 2 tons worth of stainless steel! Do we have an Andrew here?""</c>"	2	SemiceMod	tip	
u00912	Increases movement speed and cloaks briefly.	2	FULLMap|MapMod	tip	
u00913	Increases movement speed briefly.	2	FULLMap|MapMod	tip	
u00914	Increases phase dash duration and cost, you now pass through enemies dealing damage to them	2	SemiceMod	tip	
u00915	"Increases range by 25%<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Again, don't use this one near the fuel tanks.""<n/>                     --Cpt. Parker</c></s>"	2	SemiceMod	tip	
u00916	Increases repair and recharge speeds by 33%.	2	SemiceMod	tip	
u00917	"Increases shotgun beam range by 75%, and narrows the cone of fire.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Well, it's not exactly high precision, but it's HIGHER precision!""<n/>                     --Dr O'Neil</c></s>"	2	SemiceMod	tip	
u00918	"Increases sieged attack range by 25% and unlocks the artillery strike ability.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Alright recruits, remember. Do NOT dro-"" <n/>*THUNK!*<n/>""Uh oh...""<n/>                 - Commander Harris's last time instructing the privates on how to use the artillery strike""<c/>"	2	SemiceMod	tip	
u00919	Increases supercharge attack rate buff by 40%	2	SemiceMod	tip	
u00920	"Increases vision by 2, allows you to see units through fog of war, and detects burrowed zombies from further away.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""We don't tell them this, but they're actually just sunglasses.""<n/>                     --Engineer Dave</c></s>"	2	SemiceMod	tip	
u00921	Increasing Speed	2	FULLMap|MapMod	name	
u00922	Infest Secondary Generators	2	SemiceMod	name	
u00923	Infestable	2	SemiceMod	unknown	
u00924	Infestation has disrupted secondary generators.	2	FULLMap|MapMod	trigger-text	
u00925	Infestation has overridden all security gate controls.	2	SemiceMod	trigger-text	
u00926	Infested Claws	2	SemiceMod	name	
u00927	"Inject stimulants to increase attack and move speed by 35% for 15 seconds but deal 5 damage.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Leave me alone! I can quit anytime I want.""<n/>                     --Pvt. Mendoza, sent to mandatory rehab</c></s>"	2	SemiceMod	tip	
u00928	"Injects experimental stimulants that increases movement speed by 50% and speed of everything else the marine does by 150% for 30 seconds, but reduced the speed of everything the marine does afterwards.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Your addiction is even worse than before""<n/>""I already told you, I can quit anytime I want.""<n/>                     --Pvt. Mendoza, 2 days after returning from mandatory rehab </c></s>"	2	SemiceMod	tip	
u00929	Insane Mode human wins:	2	SemiceMod	trigger-text	
u00930	Insane mode human wins: 	2	FULLMap|MapMod	trigger-text	
u00931	Interact	2	SemiceMod	name	
u00932	Interact Fast	2	SemiceMod	name	
u00933	Interactable	2	SemiceMod	unknown	
u00934	Invigorated	2	SemiceMod	name	
u00935	Invisible Dummy	2	SemiceMod	name	
u00936	Is Door	2	SemiceMod	name	
u00937	Is Recharging	2	SemiceMod	name	
u00938	Is Sieging	2	FULLMap|MapMod	name	
u00939	Isolation	2	SemiceMod	name	
u00940	It's gonna blow!	2	SemiceMod	tip	
u00941	Jukebox	2	SemiceMod	name	
u00942	Kappa Hangar	2	FULLMap|MapMod	unknown	
