pkg	file	key	en	cls	include	flags
SemiceMod	GameStrings	Behavior/Tooltip/QueenMPEnsnare2	Tiny parasites are crawling over your suit, disabling your abilities and slowing movement and attack speed.	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/QueenMPEnsnare3	Tiny parasites are crawling over your suit, disabling your abilities and slowing movement and attack speed.	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/Scope	Increased Vision and Range	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/SelfDestruct	It's gonna blow!	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/Slow2	Target's movement speed is reduced for a short period of time.	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/Stunned	Ouch...	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/SuperCharged	Attack rate increased.	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/SuperStimpack	This unit moves and attacks more quickly while under the effects of super stimpack.	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/SuperStimpackRecovery	This unit moves and attacks more slowly while suffering from the post effects of super stimpack	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/SupressMovement		tip	1	empty-value,punct-only
SemiceMod	GameStrings	Behavior/Tooltip/SupressTurning		tip	1	empty-value,punct-only
SemiceMod	GameStrings	Behavior/Tooltip/TeleportIn	Invulnerable while Rematerializing.	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/TeleportOut	Vulnerable while dematerializing.	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/Unstable	This zombie is unstable and will soon die.	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/VileAcidSlowFlatAmount2	Attack and movement speeds are slowed.	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/ViralPlasma	This unit is burning from the viral plasma in the SpecOps Frag Grenade	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/VirulentCreep	"Virulent creep is poisoning this unit, causing attack speed to be reduced by <d ref=""(1-Behavior,VirulentCreep,Modification.AttackSpeedMultiplier)*100"" precision=""1""/>% and movement speed to be reduced by <d ref=""(1-Behavior,VirulentCreep,Modification.MoveSpeedMultiplier)*100"" precision=""1""/>%."	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/VirulentCreep2	"Virulent creep is poisoning this unit, causing attack speed to be reduced by <d ref=""(1-Behavior,VirulentCreep2,Modification.AttackSpeedMultiplier)*100"" precision=""1""/>% and movement speed to be reduced by <d ref=""(1-Behavior,VirulentCreep2,Modification.MoveSpeedMultiplier)*100"" precision=""1""/>%."	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/VirulentCreep22	"Virulent creep is poisoning this unit, causing attack speed to be reduced by <d ref=""(1-Behavior,VirulentCreep2,Modification.AttackSpeedMultiplier)*100"" precision=""1""/>% and movement speed to be reduced by <d ref=""(1-Behavior,VirulentCreep2,Modification.MoveSpeedMultiplier)*100"" precision=""1""/>%."	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/VirulentCreep3	"Virulent creep is poisoning this unit, causing attack speed to be reduced by <d ref=""(1-Behavior,VirulentCreep2,Modification.AttackSpeedMultiplier)*100"" precision=""1""/>% and movement speed to be reduced by <d ref=""(1-Behavior,VirulentCreep2,Modification.MoveSpeedMultiplier)*100"" precision=""1""/>%."	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/WarpSickness	Unable to Regenerate Energy	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/WarpingIn	Invulnerable while rematerializing.	tip	1	
SemiceMod	GameStrings	Behavior/Tooltip/WarpingOut	Vulnerable while dematerializing.	tip	1	
SemiceMod	GameStrings	Blank		unknown	1	empty-value,punct-only
SemiceMod	GameStrings	Button/Name/AberrationTowering2	Towering	name	1	
SemiceMod	GameStrings	Button/Name/Accelerate	Accelerate	name	1	
SemiceMod	GameStrings	Button/Name/AccessEquipmentLocker	Access Equipment Locker	name	1	
SemiceMod	GameStrings	Button/Name/AcidSpit	Acid Spit	name	1	
SemiceMod	GameStrings	Button/Name/ActivateBurstFire	Activate Burst Fire	name	1	
SemiceMod	GameStrings	Button/Name/ActivateContinuousFire	Activate Continuous Fire	name	1	
SemiceMod	GameStrings	Button/Name/ActivateDefensiveMatrix	Activate Defensive Matrix	name	1	
SemiceMod	GameStrings	Button/Name/ActivateEmpower	Activate Empower	name	1	
SemiceMod	GameStrings	Button/Name/ActivateThrusters	Activate Thrusters	name	1	
SemiceMod	GameStrings	Button/Name/AdvancedAutoTurret	Advanced Auto Turret	name	1	
SemiceMod	GameStrings	Button/Name/AdvancedBioMechanicalRepairDrone	Advanced Bio-Mechanical Repair Drone	name	1	
SemiceMod	GameStrings	Button/Name/AdvancedCaduceusEnergySuit	Advanced Caduceus Energy Suit	name	1	
SemiceMod	GameStrings	Button/Name/AdvancedCombatAccelerantSuit	Advanced Combat Accelerant Suit	name	1	
SemiceMod	GameStrings	Button/Name/AdvancedDroidEngines	Advanced Droid Engines	name	1	
SemiceMod	GameStrings	Button/Name/AdvancedExplorationDroid	Advanced Exploration Droid	name	1	
SemiceMod	GameStrings	Button/Name/AdvancedHostileEnvironmentSuit	Advanced Hostile Environment Suit	name	1	
SemiceMod	GameStrings	Button/Name/AdvancedInfestations	Advanced Infestations	name	1	
SemiceMod	GameStrings	Button/Name/AdvancedMiningCharge	Advanced Mining Charge	name	1	
SemiceMod	GameStrings	Button/Name/AdvancedMotionSensor	Advanced Motion Sensor	name	1	
SemiceMod	GameStrings	Button/Name/AdvancedShieldSuit	Advanced Shield Suit	name	1	
SemiceMod	GameStrings	Button/Name/Aggressive	Aggressive	name	1	
SemiceMod	GameStrings	Button/Name/AlphaZombies	Alpha Zombies	name	1	
SemiceMod	GameStrings	Button/Name/ArcWelderModifications	Arc Welder Modifications	name	1	
SemiceMod	GameStrings	Button/Name/AresModifications	Ares Modifications	name	1	
SemiceMod	GameStrings	Button/Name/Arming	Arming	name	1	
SemiceMod	GameStrings	Button/Name/ArmoredShell	Armored Shell	name	1	
SemiceMod	GameStrings	Button/Name/ArtilleryStrike	Artillery Strike	name	1	
SemiceMod	GameStrings	Button/Name/AssaultRifleModifications	Assault Rifle Modifications	name	1	
SemiceMod	GameStrings	Button/Name/Attack2	Attack Copy	name	1	
SemiceMod	GameStrings	Button/Name/Augmentations	Augmentations	name	1	
SemiceMod	GameStrings	Button/Name/AutoTurret	Build Advanced Auto-Turret	name	1	
SemiceMod	GameStrings	Button/Name/AutoTurret3	Build Advanced Turret	name	1	
SemiceMod	GameStrings	Button/Name/BFG	BFG	name	1	
SemiceMod	GameStrings	Button/Name/BiomassRecovery	Biomass Recovery	name	1	
SemiceMod	GameStrings	Button/Name/BiomassRecovery2	Biomass Recovery	name	1	
SemiceMod	GameStrings	Button/Name/BreakFree	Break Free!	name	1	
SemiceMod	GameStrings	Button/Name/BroodMother	Increased Supply	name	1	
SemiceMod	GameStrings	Button/Name/BuildAutoTurret2	Build Auto-Turret	name	1	
SemiceMod	GameStrings	Button/Name/BuildBioMechanicalRepairDrone	Build Bio-Mechanical Repair Drone	name	1	
SemiceMod	GameStrings	Button/Name/BuildExplorationDroid	Build Exploration Droid	name	1	
SemiceMod	GameStrings	Button/Name/BuildExtractorExcavationZone	Build Extractor - Excavation Zone	name	1	
SemiceMod	GameStrings	Button/Name/BuildExtractorManufacturingSector	Build Extractor - Manufacturing Sector	name	1	
SemiceMod	GameStrings	Button/Name/BuildExtractorScienceLabs	Build Extractor - Science Labs	name	1	
SemiceMod	GameStrings	Button/Name/BuildExtractorSector1	Build Extractor - Sector 1	name	1	
SemiceMod	GameStrings	Button/Name/BuildExtractorSector2	Build Extractor - Sector 2	name	1	
SemiceMod	GameStrings	Button/Name/BuildExtractorSector3	Build Extractor - Sector 3	name	1	
SemiceMod	GameStrings	Button/Name/BuildExtractorSector4	Build Extractor - Sector 4	name	1	
SemiceMod	GameStrings	Button/Name/BuildMiningCharge	Build Mining Charge	name	1	
SemiceMod	GameStrings	Button/Name/BuildMiningDroid	Build Mining Droid	name	1	
SemiceMod	GameStrings	Button/Name/BuildMotionSensor	Build Motion Sensor	name	1	
SemiceMod	GameStrings	Button/Name/BuildPrototypeAres	Build Prototype Ares	name	1	
SemiceMod	GameStrings	Button/Name/BuildScourgeNest	Build Scourge Nest	name	1	
SemiceMod	GameStrings	Button/Name/BuildSpiderMine	Build Spider Mine	name	1	
SemiceMod	GameStrings	Button/Name/BuildSunkenColony	Build Sunken Colony	name	1	
SemiceMod	GameStrings	Button/Name/BuildSwarmlingNest	Build Swarmling Nest	name	1	
SemiceMod	GameStrings	Button/Name/CaduceusEnergySuit	Caduceus Energy Suit	name	1	
SemiceMod	GameStrings	Button/Name/CancelFlameNova	Cancel Flame Nova	name	1	
SemiceMod	GameStrings	Button/Name/ChargingDisrupter	Charging Disrupter	name	1	
SemiceMod	GameStrings	Button/Name/CloakOnExplorationDroid	Cloak	name	1	
SemiceMod	GameStrings	Button/Name/CombatAccelerantSuit	Combat Accelerant Suit	name	1	
SemiceMod	GameStrings	Button/Name/CommanderAbathurImprovedMend	Increased Energy Regeneration	name	1	
SemiceMod	GameStrings	Button/Name/CommanderTraitStukovInfestedColonistCompound	Spawn Zombies	name	1	
SemiceMod	GameStrings	Button/Name/ConcussiveBlast	Concussive Blast	name	1	
SemiceMod	GameStrings	Button/Name/CreepAffinity	Creep Affinity	name	1	
SemiceMod	GameStrings	Button/Name/CreepAffinity2	Creep Affinity	name	1	
SemiceMod	GameStrings	Button/Name/CreepAffinity3	Creep Affinity - Swarmling	name	1	
SemiceMod	GameStrings	Button/Name/CreepBurst	Creep Burst	name	1	
SemiceMod	GameStrings	Button/Name/CriticalMass	Critical Mass	name	1	
SemiceMod	GameStrings	Button/Name/CutPowerLines	Cut Power Lines	name	1	
SemiceMod	GameStrings	Button/Name/DeactivateEmpower	Deactivate Empower	name	1	
SemiceMod	GameStrings	Button/Name/DehakaHeal	Reinforce	name	1	
SemiceMod	GameStrings	Button/Name/DehakaHeal2	Mend Copy	name	1	
SemiceMod	GameStrings	Button/Name/DehakaHeal3	Frenzy	name	1	
SemiceMod	GameStrings	Button/Name/DisableAutoHarvesting	Disable Auto-Harvesting	name	1	
SemiceMod	GameStrings	Button/Name/DivertFuel	Divert Fuel	name	1	
SemiceMod	GameStrings	Button/Name/EmergingInfestation	Emerging Infestation	name	1	
SemiceMod	GameStrings	Button/Name/EquipAIAssistant	Equip A.I. Assistant	name	1	
SemiceMod	GameStrings	Button/Name/EquipAdvancedLockOnSystem	Equip Advanced Lock On System	name	1	
SemiceMod	GameStrings	Button/Name/EquipAdvancedRocketThrusters	Equip Advanced Rocket Thrusters 	name	1	
SemiceMod	GameStrings	Button/Name/EquipAdvancedThrusters	Equip Advanced Thrusters	name	1	
SemiceMod	GameStrings	Button/Name/EquipArcliteCannonStabilizers	Equip Arclite Cannon Stabilizers	name	1	
SemiceMod	GameStrings	Button/Name/EquipAssaultRifle	Equip Assault Rifle	name	1	
SemiceMod	GameStrings	Button/Name/EquipAutoTargetingSystem	Equip Auto Targeting System	name	1	
SemiceMod	GameStrings	Button/Name/EquipAutoTurret	Equip Auto Turret	name	1	
SemiceMod	GameStrings	Button/Name/EquipBayonette	Equip Bayonette	name	1	
SemiceMod	GameStrings	Button/Name/EquipBioMechanicalRepairDrone	Equip Bio-Mechanical Repair Drone	name	1	
SemiceMod	GameStrings	Button/Name/EquipCaduceusEnergySuit	Equip Caduceus Energy Suit	name	1	
SemiceMod	GameStrings	Button/Name/EquipCombatAccelerantSuit	Equip Combat Accelerant Suit	name	1	
SemiceMod	GameStrings	Button/Name/EquipCombatShield	Equip Combat Shield	name	1	
SemiceMod	GameStrings	Button/Name/EquipConcussiveBeams	Equip Concussive Beams	name	1	
SemiceMod	GameStrings	Button/Name/EquipConcussivePlasma	Equip Concussive Plasma	name	1	
SemiceMod	GameStrings	Button/Name/EquipConcussiveRounds	Equip Concussive Rounds	name	1	
SemiceMod	GameStrings	Button/Name/EquipConcussiveShot	Equip Concussive Shot	name	1	
SemiceMod	GameStrings	Button/Name/EquipCorrosivePlasma	Equip Corrosive Plasma	name	1	
SemiceMod	GameStrings	Button/Name/EquipCryoFreeze	Equip Cryo Freeze	name	1	
SemiceMod	GameStrings	Button/Name/EquipDefensiveMatrix	Equip Defensive Matrix	name	1	
SemiceMod	GameStrings	Button/Name/EquipDoubleBarrel	Equip Double Barrel	name	1	
SemiceMod	GameStrings	Button/Name/EquipEnhancedBallistics	Equip Enhanced Ballistics	name	1	
SemiceMod	GameStrings	Button/Name/EquipExplorationDroidModule	Equip Exploration Droid Module	name	1	
SemiceMod	GameStrings	Button/Name/EquipFlamethrower	Equip Flamethrower	name	1	
SemiceMod	GameStrings	Button/Name/EquipFlashBang	Equip FlashBang	name	1	
SemiceMod	GameStrings	Button/Name/EquipForceFieldGrenade	Equip Force Field Grenade	name	1	
SemiceMod	GameStrings	Button/Name/EquipFragGrenade	Equip Frag Grenade	name	1	
SemiceMod	GameStrings	Button/Name/EquipGrenadeLauncher	Equip Grenade Launcher	name	1	
SemiceMod	GameStrings	Button/Name/EquipHellfireRocketLauncher	Equip Hellfire Rocket Launcher	name	1	
SemiceMod	GameStrings	Button/Name/EquipHighPrecisionBeams	Equip High Precision Beams	name	1	
SemiceMod	GameStrings	Button/Name/EquipHostileEnvironmentSuit	Equip Hostile Environment Suit	name	1	
SemiceMod	GameStrings	Button/Name/EquipHostileEnvironmentTreads	Equip Hostile Environment Treads	name	1	
SemiceMod	GameStrings	Button/Name/EquipHyperchargeModule	Equip Hypercharge Module	name	1	
SemiceMod	GameStrings	Button/Name/EquipIncendiaryBullets	Equip Incendiary Bullets	name	1	
SemiceMod	GameStrings	Button/Name/EquipIncendiaryGrenade	Equip Incendiary Grenade	name	1	
SemiceMod	GameStrings	Button/Name/EquipIncendiaryRockets	Equip Incendiary Rockets	name	1	
SemiceMod	GameStrings	Button/Name/EquipIncendiaryRounds	Equip Incendiary Rounds	name	1	
SemiceMod	GameStrings	Button/Name/EquipIncendiaryRounds3	Equip Expanded Cargo	name	1	
SemiceMod	GameStrings	Button/Name/EquipLaserTurret	Equip Laser Turret	name	1	
SemiceMod	GameStrings	Button/Name/EquipLongRangeIncinerators	Equip Long Range Incinerators	name	1	
SemiceMod	GameStrings	Button/Name/EquipLongRangeScope	Equip Long Range Scope	name	1	
SemiceMod	GameStrings	Button/Name/EquipMedicShield	Equip Medic Shield	name	1	
SemiceMod	GameStrings	Button/Name/EquipMedkit	Equip Medkit	name	1	
SemiceMod	GameStrings	Button/Name/EquipMiningCharge	Equip Mining Charge	name	1	
SemiceMod	GameStrings	Button/Name/EquipMiningDroidModule	Equip Mining Droid Module	name	1	
SemiceMod	GameStrings	Button/Name/EquipMotionSensor	Equip Motion Sensor	name	1	
SemiceMod	GameStrings	Button/Name/EquipNaniteAntibodies	Equip Nanite Antibodies	name	1	
SemiceMod	GameStrings	Button/Name/EquipNanosteelPlating	Equip Nanosteel Plating	name	1	
SemiceMod	GameStrings	Button/Name/EquipOnboardRadar	Equip Onboard Radar	name	1	
SemiceMod	GameStrings	Button/Name/EquipOpticalVisor	Equip Optical Visor	name	1	
SemiceMod	GameStrings	Button/Name/EquipPhasesaberMod1	Equip Phasesaber Mod 1	name	1	
SemiceMod	GameStrings	Button/Name/EquipPhasesaberMod2	Equip Phasesaber Mod 2	name	1	
SemiceMod	GameStrings	Button/Name/EquipPlasmaRifle	Equip Plasma Rifle	name	1	
SemiceMod	GameStrings	Button/Name/EquipPrototypeArcWelder	Equip Prototype Arc Welder	name	1	
SemiceMod	GameStrings	Button/Name/EquipPrototypeAres	Equip Prototype Ares	name	1	
SemiceMod	GameStrings	Button/Name/EquipPrototypePhasesaber	Equip Prototype Phasesaber	name	1	
SemiceMod	GameStrings	Button/Name/EquipPsiDisrupter	Equip Psi Disrupter	name	1	
SemiceMod	GameStrings	Button/Name/EquipQuantumBackpack	Equip Quantum Backpack	name	1	
SemiceMod	GameStrings	Button/Name/EquipRapidDeployment	Equip Rapid Deployment	name	1	
SemiceMod	GameStrings	Button/Name/EquipShieldSuit	Equip Shield Suit	name	1	
SemiceMod	GameStrings	Button/Name/EquipShockwaveMissiles	Equip Shockwave Missiles	name	1	
SemiceMod	GameStrings	Button/Name/EquipSpiderMineModule	Equip Spider Mine Module	name	1	
SemiceMod	GameStrings	Button/Name/EquipStimpack	Equip Stimpack	name	1	
SemiceMod	GameStrings	Button/Name/EquipSupplementaryEnergyPack	Equip External Energy Pack	name	1	
SemiceMod	GameStrings	Button/Name/EquipThermiteFillaments	Equip Thermite Fillaments	name	1	
SemiceMod	GameStrings	Button/Name/EquipTitaniumBulletCasings	Equip Titanium Bullet Casings	name	1	
SemiceMod	GameStrings	Button/Name/EquipUltraCapacitors	Equip Ultra Capacitors	name	1	
SemiceMod	GameStrings	Button/Name/EquipWeaponOverloader	Equip Weapon Overloader	name	1	
SemiceMod	GameStrings	Button/Name/Equipment	Equipment	name	1	
SemiceMod	GameStrings	Button/Name/EvolveAbilities	Evolve Abilities	name	1	
SemiceMod	GameStrings	Button/Name/EvolveConstructiveCreep	Evolve Constructive Creep	name	1	
SemiceMod	GameStrings	Button/Name/EvolveDropPods	Evolve Drop Pods	name	1	
SemiceMod	GameStrings	Button/Name/EvolveMonstrosity	Evolve Monstrosity	name	1	
SemiceMod	GameStrings	Button/Name/EvolveRegenerativeCreep	Evolve Regenerative Creep	name	1	
SemiceMod	GameStrings	Button/Name/EvolveSpeedonCreep	Evolve Speed on Creep	name	1	
SemiceMod	GameStrings	Button/Name/EvolveStrainSpeed	Evolve Strain - Speed	name	1	
SemiceMod	GameStrings	Button/Name/EvolveStrainSpeed2	Evolve Strain - Health	name	1	
SemiceMod	GameStrings	Button/Name/EvolveStrainSpeed22	Evolve Strain - Damage	name	1	
SemiceMod	GameStrings	Button/Name/EvolveStrainVolatile	Evolve Strain - Volatile	name	1	
SemiceMod	GameStrings	Button/Name/EvolveVirophages	Evolve Virophages	name	1	
SemiceMod	GameStrings	Button/Name/EvolveVirulentCreep	Evolve Virulent Creep	name	1	
SemiceMod	GameStrings	Button/Name/ExitMech	Exit Mech	name	1	
SemiceMod	GameStrings	Button/Name/Experimental	Experimental	name	1	
SemiceMod	GameStrings	Button/Name/FlameNova	Flame Nova	name	1	
SemiceMod	GameStrings	Button/Name/FlameThrowerModifications	Flame Thrower Modifications	name	1	
SemiceMod	GameStrings	Button/Name/Frenzy2	Frenzy	name	1	
SemiceMod	GameStrings	Button/Name/Grenades	Grenades	name	1	
SemiceMod	GameStrings	Button/Name/HardenedShell	Hardened Shell	name	1	
SemiceMod	GameStrings	Button/Name/HarvestExcavationZone	Harvest Excavation Zone	name	1	
SemiceMod	GameStrings	Button/Name/HarvestManufacturingSector	Harvest Manufacturing Sector	name	1	
SemiceMod	GameStrings	Button/Name/HarvestScienceFacilities2	Harvest Processing Facilities	name	1	
SemiceMod	GameStrings	Button/Name/HarvestScienceLabs	Harvest Science Labs	name	1	
SemiceMod	GameStrings	Button/Name/Heal	Bio-Mechanical Repair	name	1	
SemiceMod	GameStrings	Button/Name/HostileEnvironmentSuit	Hostile Environment Suit	name	1	
SemiceMod	GameStrings	Button/Name/Immortal2	Immortal	name	1	
SemiceMod	GameStrings	Button/Name/IncreasedInfestation	Increased Infestation	name	1	
SemiceMod	GameStrings	Button/Name/InfestCommunicationsNetwork	Infest Communications Network	name	1	
SemiceMod	GameStrings	Button/Name/InfestGateControlProcessor	Infest Gate Control Processor	name	1	
SemiceMod	GameStrings	Button/Name/InfestSecondaryGenerators	Infest Secondary Generators	name	1	
SemiceMod	GameStrings	Button/Name/Infestation	Infestation	name	1	
SemiceMod	GameStrings	Button/Name/InfestedCommunicationsNetwork	Infested Communications Network	name	1	
SemiceMod	GameStrings	Button/Name/Interact	Interact	name	1	
SemiceMod	GameStrings	Button/Name/Interact2	Interact Copy	name	1	
SemiceMod	GameStrings	Button/Name/InteractFast	Interact Fast	name	1	
SemiceMod	GameStrings	Button/Name/LaunchFlare	Launch Flare	name	1	
SemiceMod	GameStrings	Button/Name/LearnDehakaStomp2	Evolve Queen	name	1	
SemiceMod	GameStrings	Button/Name/LearnFrenzy	Learn Frenzy	name	1	
SemiceMod	GameStrings	Button/Name/LearnHardenedShell	Learn Hardened Shell	name	1	
SemiceMod	GameStrings	Button/Name/LearnKaboomerBarrage	Learn Kaboomer Barrage	name	1	
SemiceMod	GameStrings	Button/Name/LearnOversight	Learn Oversight	name	1	
SemiceMod	GameStrings	Button/Name/LearnSpawnDevastator	Learn Spawn Devastator	name	1	
SemiceMod	GameStrings	Button/Name/LegionZombieAura	Invigorated 	name	1	
SemiceMod	GameStrings	Button/Name/Lift	Hover	name	1	
SemiceMod	GameStrings	Button/Name/LurkingParasite	Lurking Parasite	name	1	
SemiceMod	GameStrings	Button/Name/Malfunction	Malfunction	name	1	
SemiceMod	GameStrings	Button/Name/MedkitHeal	Apply Medkit	name	1	
SemiceMod	GameStrings	Button/Name/MiningBlueprints	Mining Blueprints	name	1	
SemiceMod	GameStrings	Button/Name/MissileTankRegen	Invigoration	name	1	
SemiceMod	GameStrings	Button/Name/MorphToNydusCanal	Morph To Nydus Canal	name	1	
SemiceMod	GameStrings	Button/Name/MorphToScourgelingNest	Morph To Scourgeling Nest	name	1	
SemiceMod	GameStrings	Button/Name/MorphintoParasiticHost	Morph into Parasitic Host	name	1	
SemiceMod	GameStrings	Button/Name/MorphintoSaboteur	Morph into Saboteur	name	1	
SemiceMod	GameStrings	Button/Name/MorphtoAbomination	Morph to Abomination	name	1	
SemiceMod	GameStrings	Button/Name/MorphtoAnubalight	Morph to Anubalight	name	1	
SemiceMod	GameStrings	Button/Name/MorphtoGenesplicer	Morph to Genesplicer	name	1	
SemiceMod	GameStrings	Button/Name/MorphtoLegionnaireZombie	Morph to Legionnaire Zombie	name	1	
SemiceMod	GameStrings	Button/Name/MorphtoOculus	Morph to Oculus	name	1	
SemiceMod	GameStrings	Button/Name/MorphtoPredator	Morph to Predator	name	1	
SemiceMod	GameStrings	Button/Name/MotionSensor	Motion Sensor	name	1	
SemiceMod	GameStrings	Button/Name/Move2	Move Copy	name	1	
SemiceMod	GameStrings	Button/Name/MoveHoldPosition2	Hold Position Copy	name	1	
SemiceMod	GameStrings	Button/Name/MovePatrol2	Patrol Copy	name	1	
SemiceMod	GameStrings	Button/Name/MutaliskRapidRegeneration	Flight	name	1	
SemiceMod	GameStrings	Button/Name/MutateStrainDamage	Mutate Strain - Damage	name	1	
SemiceMod	GameStrings	Button/Name/MutateStrainDefiler	Mutate Strain - Defiler	name	1	
SemiceMod	GameStrings	Button/Name/MutateStrainHealth	Mutate Strain - Health	name	1	
SemiceMod	GameStrings	Button/Name/MutateStrainHunterling	Mutate Strain - Hunterling	name	1	
SemiceMod	GameStrings	Button/Name/MutateStrainKaboomer	Mutate Strain - Kaboomer	name	1	
SemiceMod	GameStrings	Button/Name/MutateStrainSpeed	Mutate Strain - Speed	name	1	
SemiceMod	GameStrings	Button/Name/MutateStrainTank	Mutate Strain - Tank	name	1	
SemiceMod	GameStrings	Button/Name/MutateStrainVolatile	Mutate Strain - Volatile	name	1	
SemiceMod	GameStrings	Button/Name/NaniteAntibodies	Nanite Antibodies	name	1	
SemiceMod	GameStrings	Button/Name/NanoHeal	Nano Heal	name	1	
SemiceMod	GameStrings	Button/Name/NanoShield	Nano Shield	name	1	
SemiceMod	GameStrings	Button/Name/NovaWeaponHellfireShotgunBlast	Equip Shotgun	name	1	
SemiceMod	GameStrings	Button/Name/NovaWeaponHellfireShotgunSwap	Unlock Shotgun	name	1	
SemiceMod	GameStrings	Button/Name/NovaWeaponPlasmaBlastNew	Spec Ops Shotgun	name	1	
SemiceMod	GameStrings	Button/Name/NoxiousCreep	NoxiousCreep	name	1	
SemiceMod	GameStrings	Button/Name/NydusNetwork2	Nydus Network	name	1	
SemiceMod	GameStrings	Button/Name/OpenAlphaContainmentCell	Open Alpha Containment Cell	name	1	
SemiceMod	GameStrings	Button/Name/OpticalVisor	Optical Visor	name	1	
SemiceMod	GameStrings	Button/Name/Overload	Overload	name	1	
SemiceMod	GameStrings	Button/Name/OverloadWeapon	Overload Weapon	name	1	
SemiceMod	GameStrings	Button/Name/Oversight	Oversight	name	1	
SemiceMod	GameStrings	Button/Name/PhaseDash	Phase Dash	name	1	
SemiceMod	GameStrings	Button/Name/PhasesaberModifications	Phasesaber Modifications	name	1	
SemiceMod	GameStrings	Button/Name/PlasmaRifleModifications	Plasma Rifle Modifications	name	1	
SemiceMod	GameStrings	Button/Name/PredatorFrenzy	Predator Frenzy	name	1	
SemiceMod	GameStrings	Button/Name/PsiDepression	Psi Depression	name	1	
SemiceMod	GameStrings	Button/Name/PurchaseGhostCommando	Purchase Ghost Commando	name	1	
SemiceMod	GameStrings	Button/Name/PurchaseMarineCommando	Purchase Marine Commando	name	1	
SemiceMod	GameStrings	Button/Name/PurchaseMedicCommando	Purchase Medic Commando 	name	1	
SemiceMod	GameStrings	Button/Name/PurchaseReaperCommando	Purchase Reaper Commando	name	1	
SemiceMod	GameStrings	Button/Name/PurchaseSpectreCommando	Purchase Spectre Commando 	name	1	
SemiceMod	GameStrings	Button/Name/QueenClassicParasite	Ocular Parasite	name	1	
SemiceMod	GameStrings	Button/Name/QueenMPEnsnare	Parasite Bomb	name	1	
SemiceMod	GameStrings	Button/Name/Rage	"<c val=""FF0000"">Rage</c>"	name	1	
SemiceMod	GameStrings	Button/Name/Raise2	Raise Copy	name	1	
SemiceMod	GameStrings	Button/Name/Raise3	Raise Copy 2	name	1	
SemiceMod	GameStrings	Button/Name/RallyZombies	Rally Zombies	name	1	
SemiceMod	GameStrings	Button/Name/RapidGestation	Rapid Gestation	name	1	
SemiceMod	GameStrings	Button/Name/RapidRegeneration	Creep Regeneration	name	1	
SemiceMod	GameStrings	Button/Name/RapidRegenerationRoach	Rapid Regeneration	name	1	
SemiceMod	GameStrings	Button/Name/RecallNydusWorm	Recall Nydus Worm	name	1	
SemiceMod	GameStrings	Button/Name/Recharge	Recharge	name	1	
SemiceMod	GameStrings	Button/Name/Recharge2	Recharge	name	1	
SemiceMod	GameStrings	Button/Name/ReinforcedCellMembrane	Vulnerable	name	1	
SemiceMod	GameStrings	Button/Name/RemoteDetonate2	Remote Detonate	name	1	
SemiceMod	GameStrings	Button/Name/RetaliatoryResponse	Retaliatory Response	name	1	
SemiceMod	GameStrings	Button/Name/RetaliatoryResponse2	Retaliatory Response	name	1	
SemiceMod	GameStrings	Button/Name/RocketLauncherModifications	Rocket Launcher Modifications	name	1	
SemiceMod	GameStrings	Button/Name/SIStukovMassNeuralParasite	Isolation Parasite	name	1	
SemiceMod	GameStrings	Button/Name/Salvage2	Salvage	name	1	
SemiceMod	GameStrings	Button/Name/Salvage3	Salvage	name	1	
SemiceMod	GameStrings	Button/Name/Scan	Orbital Scan	name	1	
SemiceMod	GameStrings	Button/Name/ScorchingLaser	Scorching Laser	name	1	
SemiceMod	GameStrings	Button/Name/ScourgeBombardment	Scourge Bombardment	name	1	
SemiceMod	GameStrings	Button/Name/SecurityModules	Security Modules	name	1	
SemiceMod	GameStrings	Button/Name/SelfDestruct	Self Destruct	name	1	
SemiceMod	GameStrings	Button/Name/SelfRepair2	Self Repair	name	1	
SemiceMod	GameStrings	Button/Name/ShieldSuit	Shield Suit	name	1	
SemiceMod	GameStrings	Button/Name/ShotgunModifications	Shotgun Modifications	name	1	
SemiceMod	GameStrings	Button/Name/ShutDownPower	Shut Down Power	name	1	
SemiceMod	GameStrings	Button/Name/ShutGate	Shut Gate	name	1	
SemiceMod	GameStrings	Button/Name/SiegeMode2	Siege Mode	name	1	
